timestamp,roll,pitch,yaw,vgx,vgy,vgz,ax,ay,az,h,t_flight
1672459049.1285455,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.05,-0.01,-9.99,0.0,49.0
1672459049.1465452,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.05,-0.01,-9.99,0.0,49.0
1672459049.1615436,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.05,-0.01,-9.99,0.0,49.0
1672459049.1765985,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.05,-0.01,-9.99,0.0,49.0
1672459049.1915483,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.04,-0.01,-10.0,0.0,49.0
1672459049.2065756,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.04,-0.01,-10.0,0.0,49.0
1672459049.2215488,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.04,-0.01,-10.0,0.0,49.0
1672459049.236545,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.04,-0.01,-10.0,0.0,49.0
1672459049.251544,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.04,-0.01,-10.0,0.0,49.0
1672459049.2665744,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.04,-0.01,-10.0,0.0,49.0
1672459049.2815473,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.04,-0.01,-10.0,0.0,49.0
1672459049.2965744,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.07,-0.04,-9.98,0.0,49.0
1672459049.3115737,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.07,-0.04,-9.98,0.0,49.0
1672459049.326547,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.07,-0.04,-9.98,0.0,49.0
1672459049.3415859,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.07,-0.04,-9.98,0.0,49.0
1672459049.356611,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.07,-0.04,-9.98,0.0,49.0
1672459049.3714025,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.07,-0.04,-9.98,0.0,49.0
1672459049.3863966,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.01,-0.02,-9.97,0.0,49.0
1672459049.4014518,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.01,-0.02,-9.97,0.0,49.0
1672459049.4165306,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.01,-0.02,-9.97,0.0,49.0
1672459049.4318476,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.01,-0.02,-9.97,0.0,49.0
1672459049.4469352,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.01,-0.02,-9.97,0.0,49.0
1672459049.4620728,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.01,-0.02,-9.97,0.0,49.0
1672459049.4773982,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.01,-0.02,-9.97,0.0,49.0
1672459049.4924717,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.04,0.01,-10.05,0.0,49.0
1672459049.5075347,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.04,0.01,-10.05,0.0,49.0
1672459049.5228348,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.04,0.01,-10.05,0.0,49.0
1672459049.5379965,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.04,0.01,-10.05,0.0,49.0
1672459049.55394,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.04,0.01,-10.05,0.0,49.0
1672459049.568688,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.04,0.01,-10.05,0.0,49.0
1672459049.5836506,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.04,0.01,-10.05,0.0,49.0
1672459049.5988002,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,-0.01,0.0,-10.02,0.0,49.0
1672459049.6141214,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,-0.01,0.0,-10.02,0.0,49.0
1672459049.629259,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,-0.01,0.0,-10.02,0.0,49.0
1672459049.6446056,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,-0.01,0.0,-10.02,0.0,49.0
1672459049.6609094,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,-0.01,0.0,-10.02,0.0,49.0
1672459049.6774783,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,-0.01,0.0,-10.02,0.0,49.0
1672459049.6925185,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.02,0.17,-10.07,0.0,50.0
1672459049.7081134,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.02,0.17,-10.07,0.0,50.0
1672459049.7234032,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.02,0.17,-10.07,0.0,50.0
1672459049.7384338,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.02,0.17,-10.07,0.0,50.0
1672459049.7534325,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.02,0.17,-10.07,0.0,50.0
1672459049.7683775,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.02,0.17,-10.07,0.0,50.0
1672459049.7835789,0.0,0.0,3.1066860685499065,0.0,0.0,0.0,0.02,0.17,-10.07,0.0,50.0
1672459049.7991796,0.0,0.0,3.0892327760299634,0.0,0.0,0.0,-0.11,-0.08,-11.6,0.0,50.0
1672459049.8145814,0.0,0.0,3.0892327760299634,0.0,0.0,0.0,-0.11,-0.08,-11.6,0.0,50.0
1672459049.8293417,0.0,0.0,3.0892327760299634,0.0,0.0,0.0,-0.11,-0.08,-11.6,0.0,50.0
1672459049.844772,0.0,0.0,3.0892327760299634,0.0,0.0,0.0,-0.11,-0.08,-11.6,0.0,50.0
1672459049.8595717,0.0,0.0,3.0892327760299634,0.0,0.0,0.0,-0.11,-0.08,-11.6,0.0,50.0
1672459049.8747423,0.0,0.0,3.0892327760299634,0.0,0.0,0.0,-0.11,-0.08,-11.6,0.0,50.0
1672459049.8901603,0.0,0.0,3.0892327760299634,0.0,0.0,0.0,-0.11,-0.08,-11.6,0.0,50.0
1672459049.9060197,0.0,-0.017453292519943295,3.0892327760299634,0.0,0.0,-0.01,-0.03,0.13,-13.01,0.0,50.0
1672459049.9211664,0.0,-0.017453292519943295,3.0892327760299634,0.0,0.0,-0.01,-0.03,0.13,-13.01,0.0,50.0
1672459049.9361868,0.0,-0.017453292519943295,3.0892327760299634,0.0,0.0,-0.01,-0.03,0.13,-13.01,0.0,50.0
1672459049.9511867,0.0,-0.017453292519943295,3.0892327760299634,0.0,0.0,-0.01,-0.03,0.13,-13.01,0.0,50.0
1672459049.9660718,0.0,-0.017453292519943295,3.0892327760299634,0.0,0.0,-0.01,-0.03,0.13,-13.01,0.0,50.0
1672459049.981034,0.0,-0.017453292519943295,3.0892327760299634,0.0,0.0,-0.01,-0.03,0.13,-13.01,0.0,50.0
1672459049.995705,0.0,-0.017453292519943295,3.0892327760299634,0.0,0.0,-0.01,-0.03,0.13,-13.01,0.0,50.0
1672459050.0107374,0.017453292519943295,0.0,3.0892327760299634,0.0,0.0,-0.03,0.05,0.02,-12.32,0.0,50.0
1672459050.0257368,0.017453292519943295,0.0,3.0892327760299634,0.0,0.0,-0.03,0.05,0.02,-12.32,0.0,50.0
1672459050.0407362,0.017453292519943295,0.0,3.0892327760299634,0.0,0.0,-0.03,0.05,0.02,-12.32,0.0,50.0
1672459050.0557003,0.017453292519943295,0.0,3.0892327760299634,0.0,0.0,-0.03,0.05,0.02,-12.32,0.0,50.0
1672459050.0710924,0.017453292519943295,0.0,3.0892327760299634,0.0,0.0,-0.03,0.05,0.02,-12.32,0.0,50.0
1672459050.086235,0.017453292519943295,0.0,3.0892327760299634,0.0,0.0,-0.03,0.05,0.02,-12.32,0.0,50.0
1672459050.1015558,0.0,0.017453292519943295,3.0892327760299634,0.0,0.0,-0.05,-0.15,-0.17,-11.03,0.0,50.0
1672459050.1162899,0.0,0.017453292519943295,3.0892327760299634,0.0,0.0,-0.05,-0.15,-0.17,-11.03,0.0,50.0
1672459050.131106,0.0,0.017453292519943295,3.0892327760299634,0.0,0.0,-0.05,-0.15,-0.17,-11.03,0.0,50.0
1672459050.1461892,0.0,0.017453292519943295,3.0892327760299634,0.0,0.0,-0.05,-0.15,-0.17,-11.03,0.0,50.0
1672459050.1610525,0.0,0.017453292519943295,3.0892327760299634,0.0,0.0,-0.05,-0.15,-0.17,-11.03,0.0,50.0
1672459050.1760147,0.0,0.017453292519943295,3.0892327760299634,0.0,0.0,-0.05,-0.15,-0.17,-11.03,0.0,50.0
1672459050.192492,0.0,0.017453292519943295,3.0892327760299634,0.0,0.0,-0.05,-0.15,-0.17,-11.03,0.0,50.0
1672459050.2081997,0.0,0.017453292519943295,3.0892327760299634,0.0,0.0,-0.06,-0.01,0.11,-11.04,0.0,50.0
1672459050.2238026,0.0,0.017453292519943295,3.0892327760299634,0.0,0.0,-0.06,-0.01,0.11,-11.04,0.0,50.0
1672459050.2385564,0.0,0.017453292519943295,3.0892327760299634,0.0,0.0,-0.06,-0.01,0.11,-11.04,0.0,50.0
1672459050.2538762,0.0,0.017453292519943295,3.0892327760299634,0.0,0.0,-0.06,-0.01,0.11,-11.04,0.0,50.0
1672459050.26938,0.0,0.017453292519943295,3.0892327760299634,0.0,0.0,-0.06,-0.01,0.11,-11.04,0.0,50.0
1672459050.2844255,0.0,0.017453292519943295,3.0892327760299634,0.0,0.0,-0.06,-0.01,0.11,-11.04,0.0,50.0
1672459050.2993577,0.0,0.017453292519943295,3.0892327760299634,0.0,0.0,-0.06,-0.01,0.11,-11.04,0.0,50.0
1672459050.314933,0.0,0.017453292519943295,3.0892327760299634,0.0,0.0,-0.06,0.35,-0.33,-10.21,0.0,50.0
1672459050.330086,0.0,0.017453292519943295,3.0892327760299634,0.0,0.0,-0.06,0.35,-0.33,-10.21,0.0,50.0
1672459050.3448586,0.0,0.017453292519943295,3.0892327760299634,0.0,0.0,-0.06,0.35,-0.33,-10.21,0.0,50.0
1672459050.3597732,0.0,0.017453292519943295,3.0892327760299634,0.0,0.0,-0.06,0.35,-0.33,-10.21,0.0,50.0
1672459050.3751829,0.0,0.017453292519943295,3.0892327760299634,0.0,0.0,-0.06,0.35,-0.33,-10.21,0.0,50.0
1672459050.3901703,0.0,0.017453292519943295,3.0892327760299634,0.0,0.0,-0.06,0.35,-0.33,-10.21,0.0,50.0
1672459050.4049387,0.0,0.017453292519943295,3.0892327760299634,0.0,0.0,-0.06,0.35,-0.33,-10.21,0.0,50.0
1672459050.419933,0.0,0.0,3.0892327760299634,0.0,0.0,-0.06,-0.04,0.07,-9.79,0.1,50.0
1672459050.4351015,0.0,0.0,3.0892327760299634,0.0,0.0,-0.06,-0.04,0.07,-9.79,0.1,50.0
1672459050.4499428,0.0,0.0,3.0892327760299634,0.0,0.0,-0.06,-0.04,0.07,-9.79,0.1,50.0
1672459050.4648447,0.0,0.0,3.0892327760299634,0.0,0.0,-0.06,-0.04,0.07,-9.79,0.1,50.0
1672459050.4809117,0.0,0.0,3.0892327760299634,0.0,0.0,-0.06,-0.04,0.07,-9.79,0.1,50.0
1672459050.4971626,0.0,0.0,3.0892327760299634,0.0,0.0,-0.06,-0.04,0.07,-9.79,0.1,50.0
1672459050.513429,0.0,0.0,3.0892327760299634,0.0,0.0,-0.06,0.15,-0.11,-9.33,0.1,50.0
1672459050.5294762,0.0,0.0,3.0892327760299634,0.0,0.0,-0.06,0.15,-0.11,-9.33,0.1,50.0
1672459050.5450048,0.0,0.0,3.0892327760299634,0.0,0.0,-0.06,0.15,-0.11,-9.33,0.1,50.0
1672459050.5597467,0.0,0.0,3.0892327760299634,0.0,0.0,-0.06,0.15,-0.11,-9.33,0.1,50.0
1672459050.5754502,0.0,0.0,3.0892327760299634,0.0,0.0,-0.06,0.15,-0.11,-9.33,0.1,50.0
